n_components,random_state,standardization,weighted,whiten,algorithm,max_fraud_eval,min_detect_eval,max_fraud_test,min_detect_test,fraud_ranks_eval,rank_mean_eval,rank_std_eval,fraud_ranks_test,rank_mean_test,rank_std_test,auc_pr_eval,auc_pr_test,auc_roc_eval,auc_roc_test
0.05,0.0,0.0,1.0,1.0,PCA,-20.311351137814896,28277.0,-20.98005411570146,17875.0,"[14666, 14824, 15016, 15296, 15297, 15606, 15608, 15675, 15677, 15693, 15695, 15713, 15737, 15746, 15759, 15761, 15762, 16547, 16576, 16577, 16578, 16599, 16719, 16725, 16735, 16736, 16775, 16777, 16844, 16846, 16862, 16864, 16882, 16906, 16915, 16928, 16930, 16931, 17095, 17096, 17097, 17099, 17100, 17101, 17108, 17109, 23520, 23521, 28276, 28277]",17123.64,2757.7176197718286,"[14821, 14822, 14948, 14950, 14951, 15695, 15696, 15697, 15698, 15802, 16166, 16167, 16168, 16169, 16170, 16171, 16172, 16173, 16174, 16175, 16186, 16193, 16194, 16201, 16203, 16204, 16363, 16368, 16447, 16454, 16471, 16501, 16502, 16503, 16504, 16505, 16506, 17331, 17332, 17343, 17344, 17345, 17346, 17347, 17349, 17350, 17373, 17374, 17375, 17376, 17436, 17489, 17490, 17491, 17492, 17493, 17494, 17495, 17496, 17497, 17498, 17509, 17516, 17517, 17524, 17526, 17527, 17571, 17576, 17655, 17662, 17679, 17709, 17710, 17711, 17712, 17713, 17714, 17864, 17865, 17866, 17867, 17868, 17869, 17874, 17875]",16901.45348837209,837.6654526882234,0.0014468925234646,0.002522205298623,0.5344843171422349,0.5483046828800794
0.4,0.0,0.0,0.0,1.0,PCA,-13.93863990088834,36573.0,-14.448310473341753,17875.0,"[8058, 8059, 8068, 8226, 8227, 8232, 8234, 8294, 8296, 8319, 8334, 8354, 8379, 8385, 8386, 8389, 8390, 8420, 8423, 8424, 8425, 8447, 8607, 8609, 8610, 8611, 8629, 8631, 8691, 8693, 8716, 8731, 8751, 8776, 8782, 8932, 15300, 15301, 15450, 15451, 15479, 16058, 16059, 16060, 17106, 17107, 29927, 29928, 36572, 36573]",11938.18,7017.858361893605,"[8448, 8449, 8460, 8461, 8462, 8463, 8547, 8549, 8550, 8602, 8603, 8604, 8605, 8606, 8607, 8608, 8615, 8616, 8633, 8634, 8641, 8642, 8643, 8645, 8646, 8647, 8654, 8655, 8738, 8746, 8773, 8797, 8798, 8799, 8800, 8801, 8802, 8803, 8804, 8805, 8806, 8807, 8808, 8819, 8820, 8821, 8822, 8849, 8851, 8852, 8908, 8909, 8910, 8911, 8912, 8913, 8914, 8967, 8968, 8985, 8986, 8993, 8994, 8995, 8997, 8998, 8999, 9037, 9038, 9398, 9406, 9433, 16389, 16390, 16391, 16392, 16393, 16394, 16449, 16450, 17045, 17046, 17047, 17066, 17874, 17875]",10090.558139534884,2972.271328676263,0.002194147673437,0.0042267338638153,0.6756697887170552,0.7307996682458843
0.4,0.0,0.0,0.0,0.0,PCA,-13.93863990088834,36573.0,-14.448310473341753,17875.0,"[8058, 8059, 8068, 8226, 8227, 8232, 8234, 8294, 8296, 8319, 8334, 8354, 8379, 8385, 8386, 8389, 8390, 8420, 8423, 8424, 8425, 8447, 8607, 8609, 8610, 8611, 8629, 8631, 8691, 8693, 8716, 8731, 8751, 8776, 8782, 8932, 15300, 15301, 15450, 15451, 15479, 16058, 16059, 16060, 17106, 17107, 29927, 29928, 36572, 36573]",11938.18,7017.858361893605,"[8448, 8449, 8460, 8461, 8462, 8463, 8547, 8549, 8550, 8602, 8603, 8604, 8605, 8606, 8607, 8608, 8615, 8616, 8633, 8634, 8641, 8642, 8643, 8645, 8646, 8647, 8654, 8655, 8738, 8746, 8773, 8797, 8798, 8799, 8800, 8801, 8802, 8803, 8804, 8805, 8806, 8807, 8808, 8819, 8820, 8821, 8822, 8849, 8851, 8852, 8908, 8909, 8910, 8911, 8912, 8913, 8914, 8967, 8968, 8985, 8986, 8993, 8994, 8995, 8997, 8998, 8999, 9037, 9038, 9398, 9406, 9433, 16389, 16390, 16391, 16392, 16393, 16394, 16449, 16450, 17045, 17046, 17047, 17066, 17874, 17875]",10090.558139534884,2972.271328676263,0.002194147673437,0.0042267338638153,0.6756697887170552,0.7307996682458843
0.6,0.0,0.0,1.0,1.0,PCA,-108.67937438590826,36778.0,-113.13823264648934,24625.0,"[8135, 8136, 8159, 8229, 8230, 8237, 8238, 8240, 8242, 8301, 8330, 8341, 8344, 8359, 8371, 8392, 8393, 8446, 8518, 8519, 8525, 8528, 8530, 8532, 8533, 8591, 8621, 8629, 8635, 8650, 8662, 8683, 8684, 8689, 8690, 8691, 8693, 8694, 8722, 8723, 8958, 9058, 9059, 9060, 24084, 24085, 36770, 36771, 36777, 36778]",11405.3,8079.579955047167,"[8529, 8530, 8531, 8533, 8534, 8553, 8554, 8555, 8556, 8608, 8610, 8613, 8627, 8628, 8629, 8630, 8637, 8638, 8639, 8640, 8641, 8642, 8643, 8644, 8646, 8647, 8654, 8655, 8656, 8657, 8658, 8659, 8660, 8665, 8735, 8740, 8761, 8803, 8804, 8805, 8807, 8808, 8827, 8828, 8829, 8830, 8882, 8884, 8885, 8901, 8902, 8903, 8904, 8911, 8912, 8913, 8914, 8915, 8916, 8917, 8918, 8920, 8921, 8928, 8929, 8930, 8931, 8932, 8933, 8934, 8939, 9013, 9014, 9035, 9074, 9075, 9076, 9077, 9095, 9096, 9434, 9435, 9436, 9437, 24624, 24625]",9184.86046511628,2391.6529175874234,0.0024739581353067,0.0047544573221487,0.6901786103245481,0.7550674444152958
0.6,0.0,0.0,1.0,0.0,PCA,-108.67937438590826,36778.0,-113.13823264648934,24625.0,"[8135, 8136, 8159, 8229, 8230, 8237, 8238, 8240, 8242, 8301, 8330, 8341, 8344, 8359, 8371, 8392, 8393, 8446, 8518, 8519, 8525, 8528, 8530, 8532, 8533, 8591, 8621, 8629, 8635, 8650, 8662, 8683, 8684, 8689, 8690, 8691, 8693, 8694, 8722, 8723, 8958, 9058, 9059, 9060, 24084, 24085, 36770, 36771, 36777, 36778]",11405.3,8079.579955047167,"[8529, 8530, 8531, 8533, 8534, 8553, 8554, 8555, 8556, 8608, 8610, 8613, 8627, 8628, 8629, 8630, 8637, 8638, 8639, 8640, 8641, 8642, 8643, 8644, 8646, 8647, 8654, 8655, 8656, 8657, 8658, 8659, 8660, 8665, 8735, 8740, 8761, 8803, 8804, 8805, 8807, 8808, 8827, 8828, 8829, 8830, 8882, 8884, 8885, 8901, 8902, 8903, 8904, 8911, 8912, 8913, 8914, 8915, 8916, 8917, 8918, 8920, 8921, 8928, 8929, 8930, 8931, 8932, 8933, 8934, 8939, 9013, 9014, 9035, 9074, 9075, 9076, 9077, 9095, 9096, 9434, 9435, 9436, 9437, 24624, 24625]",9184.86046511628,2391.6529175874234,0.0024739581353067,0.0047544573221487,0.6901786103245481,0.7550674444152958
0.6,0.0,0.0,0.0,1.0,PCA,-20.81014491638981,36778.0,-21.58977305313261,17175.0,"[8135, 8138, 8155, 8227, 8228, 8236, 8238, 8299, 8302, 8324, 8346, 8360, 8380, 8389, 8390, 8392, 8393, 8421, 8444, 8445, 8446, 8447, 8524, 8525, 8533, 8535, 8594, 8598, 8620, 8643, 8657, 8677, 8686, 8687, 8688, 8689, 8691, 8692, 8956, 8957, 8958, 8960, 8961, 8962, 16165, 16166, 36775, 36776, 36777, 36778]",11087.3,7724.701297137644,"[8529, 8530, 8541, 8543, 8544, 8545, 8546, 8547, 8548, 8608, 8609, 8610, 8611, 8612, 8613, 8614, 8615, 8616, 8629, 8630, 8635, 8636, 8643, 8644, 8645, 8647, 8652, 8656, 8739, 8747, 8763, 8794, 8795, 8796, 8797, 8798, 8799, 8803, 8804, 8815, 8816, 8817, 8818, 8820, 8821, 8822, 8823, 8824, 8825, 8834, 8886, 8887, 8888, 8889, 8890, 8891, 8892, 8893, 8894, 8907, 8908, 8913, 8914, 8921, 8922, 8923, 8925, 8930, 8934, 9017, 9025, 9041, 9072, 9073, 9074, 9075, 9076, 9077, 9336, 9337, 9338, 9339, 9340, 9341, 17174, 17175]",9018.43023255814,1275.488711998201,0.0025120327252199,0.0047855667873728,0.6988368547157482,0.7595268702762895
0.6,0.0,0.0,0.0,0.0,PCA,-20.81014491638981,36778.0,-21.58977305313261,17175.0,"[8135, 8138, 8155, 8227, 8228, 8236, 8238, 8299, 8302, 8324, 8346, 8360, 8380, 8389, 8390, 8392, 8393, 8421, 8444, 8445, 8446, 8447, 8524, 8525, 8533, 8535, 8594, 8598, 8620, 8643, 8657, 8677, 8686, 8687, 8688, 8689, 8691, 8692, 8956, 8957, 8958, 8960, 8961, 8962, 16165, 16166, 36775, 36776, 36777, 36778]",11087.3,7724.701297137644,"[8529, 8530, 8541, 8543, 8544, 8545, 8546, 8547, 8548, 8608, 8609, 8610, 8611, 8612, 8613, 8614, 8615, 8616, 8629, 8630, 8635, 8636, 8643, 8644, 8645, 8647, 8652, 8656, 8739, 8747, 8763, 8794, 8795, 8796, 8797, 8798, 8799, 8803, 8804, 8815, 8816, 8817, 8818, 8820, 8821, 8822, 8823, 8824, 8825, 8834, 8886, 8887, 8888, 8889, 8890, 8891, 8892, 8893, 8894, 8907, 8908, 8913, 8914, 8921, 8922, 8923, 8925, 8930, 8934, 9017, 9025, 9041, 9072, 9073, 9074, 9075, 9076, 9077, 9336, 9337, 9338, 9339, 9340, 9341, 17174, 17175]",9018.43023255814,1275.488711998201,0.0025120327252199,0.0047855667873728,0.6988368547157482,0.7595268702762895
0.8,0.0,0.0,1.0,1.0,PCA,-338.84726046024605,36773.0,-342.34248302256185,37403.0,"[33730, 33989, 34775, 34778, 34882, 34883, 35308, 35400, 35401, 36060, 36112, 36116, 36174, 36175, 36181, 36182, 36208, 36211, 36245, 36248, 36261, 36297, 36315, 36326, 36328, 36337, 36353, 36376, 36412, 36447, 36455, 36465, 36501, 36519, 36530, 36532, 36541, 36557, 36580, 36610, 36758, 36759, 36760, 36762, 36763, 36764, 36770, 36771, 36772, 36773]",36149.04,707.5925087223578,"[35406, 35407, 35483, 35484, 35488, 35504, 35506, 35793, 35813, 35814, 35933, 35945, 35947, 35948, 35949, 35950, 35951, 35952, 35953, 35954, 35955, 36686, 36737, 36738, 36739, 36740, 36741, 36742, 36797, 36798, 36808, 36809, 36810, 36811, 36812, 36813, 36814, 36815, 36819, 36820, 36821, 36822, 36841, 36843, 36844, 36845, 36846, 36847, 36848, 36855, 36856, 36857, 36858, 36867, 36869, 36880, 36905, 36927, 36930, 36976, 36980, 37041, 37042, 37043, 37044, 37049, 37051, 37052, 37059, 37060, 37061, 37071, 37072, 37073, 37126, 37148, 37150, 37197, 37201, 37397, 37398, 37399, 37400, 37401, 37402, 37403]",36670.24418604651,551.2399961871694,0.0007007008001447,0.001182933919888,0.0164762578958832,0.0186085145653391
0.8,0.0,0.0,1.0,0.0,PCA,-338.84726046024605,36773.0,-342.34248302256185,37403.0,"[33730, 33989, 34775, 34778, 34882, 34883, 35308, 35400, 35401, 36060, 36112, 36116, 36174, 36175, 36181, 36182, 36208, 36211, 36245, 36248, 36261, 36297, 36315, 36326, 36328, 36337, 36353, 36376, 36412, 36447, 36455, 36465, 36501, 36519, 36530, 36532, 36541, 36557, 36580, 36610, 36758, 36759, 36760, 36762, 36763, 36764, 36770, 36771, 36772, 36773]",36149.04,707.5925087223578,"[35406, 35407, 35483, 35484, 35488, 35504, 35506, 35793, 35813, 35814, 35933, 35945, 35947, 35948, 35949, 35950, 35951, 35952, 35953, 35954, 35955, 36686, 36737, 36738, 36739, 36740, 36741, 36742, 36797, 36798, 36808, 36809, 36810, 36811, 36812, 36813, 36814, 36815, 36819, 36820, 36821, 36822, 36841, 36843, 36844, 36845, 36846, 36847, 36848, 36855, 36856, 36857, 36858, 36867, 36869, 36880, 36905, 36927, 36930, 36976, 36980, 37041, 37042, 37043, 37044, 37049, 37051, 37052, 37059, 37060, 37061, 37071, 37072, 37073, 37126, 37148, 37150, 37197, 37201, 37397, 37398, 37399, 37400, 37401, 37402, 37403]",36670.24418604651,551.2399961871694,0.0007007008001447,0.001182933919888,0.0164762578958832,0.0186085145653391
0.8,0.0,0.0,0.0,1.0,PCA,-34.74527237460063,36773.0,-35.61755363521025,37403.0,"[7493, 8141, 14787, 14859, 16603, 16626, 16627, 19032, 19046, 27255, 27256, 31633, 33846, 34171, 34207, 34225, 34236, 34238, 34247, 34252, 34264, 34289, 34577, 34578, 35038, 35043, 35080, 35593, 35796, 36365, 36401, 36419, 36430, 36432, 36441, 36457, 36480, 36578, 36579, 36580, 36727, 36728, 36759, 36762, 36763, 36764, 36770, 36771, 36772, 36773]",31515.78,8249.095378985503,"[15289, 15290, 15523, 15524, 15526, 15621, 17392, 17393, 17394, 17395, 17396, 17397, 17398, 17399, 19907, 19908, 19909, 19910, 19911, 19937, 19942, 19943, 26969, 26970, 26971, 26972, 27835, 28229, 28230, 28231, 28233, 28235, 28344, 32178, 32185, 32186, 32187, 32200, 32201, 32755, 35074, 35102, 35105, 35148, 35152, 35460, 35462, 35463, 35464, 35465, 35466, 35467, 35468, 35853, 35854, 35855, 35856, 35865, 35881, 35917, 35918, 35965, 35966, 36264, 36267, 36306, 36313, 36314, 36338, 36345, 36346, 36347, 37090, 37112, 37115, 37158, 37162, 37395, 37396, 37397, 37398, 37399, 37400, 37401, 37402, 37403]",30112.89534883721,7827.847735071675,0.0007459442851705,0.0013214307876808,0.1426268786756697,0.1943098311755399
