bootstrap,max_features,max_samples,n_estimators,n_jobs,random_state,fraud_ranks_eval,rank_mean_eval,rank_std_eval,max_fraud_eval,min_detect_eval,auc_pr_eval,auc_roc_eval,fraud_ranks_test,rank_mean_test,rank_std_test,max_fraud_test,min_detect_test,auc_pr_test,auc_roc_test,max_fraud_joint,min_detect_joint,fraud_ranks_joint,rank_mean_joint,rank_std_joint,auc_pr_joint,auc_roc_joint
0.0,0.8,1.0,256.0,-1.0,2.0,"[12, 15, 16, 18, 22, 23, 26, 29, 31, 32, 33, 34, 38, 40, 42, 45, 46, 69]",31.72222222222222,13.551570452475058,-0.6657363543977913,69.0,0.2768866426938544,0.998871739326654,"[60, 69, 75, 91, 172, 192]",109.83333333333331,52.17731520711106,-0.5905277454910554,192.0,0.0316546642184913,0.9946051073904956,-0.5905277454910554,486.0,"[12, 17, 18, 20, 24, 25, 28, 31, 34, 35, 36, 37, 42, 45, 48, 53, 56, 88, 156, 165, 172, 192, 390, 486]",92.08333333333331,117.5676814529496,0.2098134990440632,0.9979804259926576
0.0,0.4,0.6,16.0,-1.0,2.0,"[2, 8, 11, 12, 17, 26, 27, 33, 35, 36, 39, 41, 47, 55, 60, 61, 79, 80]",37.16666666666666,22.57149136016985,-0.639829000547533,80.0,0.2764395546658104,0.9985981361133676,"[47, 97, 98, 180, 194, 391]",167.83333333333334,111.90087379263647,-0.5710766763123425,391.0,0.0226413473307302,0.9916624386944022,-0.5710766763123425,828.0,"[2, 8, 12, 13, 18, 27, 28, 34, 36, 37, 40, 44, 55, 70, 78, 79, 122, 130, 131, 196, 197, 439, 464, 828]",128.66666666666666,188.44465736361136,0.2063474616813138,0.9970531137390244
0.0,1.0,0.4,16.0,-1.0,2.0,"[7, 9, 10, 11, 14, 17, 18, 19, 20, 21, 22, 28, 29, 31, 75, 86, 140, 254]",45.05555555555556,60.56628345340355,-0.5935434163928824,254.0,0.3337868198521564,0.998196193248488,"[20, 73, 89, 99, 179, 196]",109.33333333333331,60.80752877362765,-0.6132585412828534,196.0,0.0350090619397277,0.9946304752240824,-0.5935434163928824,585.0,"[9, 12, 13, 14, 20, 23, 24, 25, 26, 27, 31, 38, 39, 41, 57, 139, 148, 171, 182, 199, 309, 334, 342, 585]",117.0,143.44888752908938,0.2138310593151533,0.9973502343128796
0.0,1.0,0.4,32.0,-1.0,2.0,"[4, 7, 8, 10, 12, 13, 14, 16, 19, 20, 26, 29, 30, 35, 47, 71, 199, 274]",46.333333333333336,70.19100923749264,-0.5926093804553001,274.0,0.3637760460761619,0.9981299079339292,"[29, 59, 103, 109, 172, 181]",108.83333333333331,54.90724501880927,-0.6145727202827039,181.0,0.0327372439527781,0.9946558430576696,-0.5926093804553001,574.0,"[4, 7, 8, 10, 12, 13, 15, 17, 20, 22, 30, 37, 38, 45, 68, 84, 126, 131, 187, 195, 321, 333, 401, 574]",112.41666666666669,148.0844119262914,0.2712883824160096,0.9974644301206246
0.0,1.0,0.4,64.0,-1.0,2.0,"[5, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 22, 52, 69, 207, 217]",41.44444444444444,62.2095225135029,-0.5971590213439572,217.0,0.4090336969672728,0.9983781252820652,"[62, 88, 102, 113, 152, 158]",112.5,33.890755868427206,-0.6115335229502132,158.0,0.029089286694354,0.9944698122780314,-0.5971590213439572,424.0,"[5, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 21, 23, 71, 127, 131, 172, 197, 209, 292, 301, 409, 424]",105.66666666666669,130.48265103921756,0.318342756917261,0.997635723832242
0.0,1.0,0.4,128.0,-1.0,2.0,"[3, 5, 6, 7, 8, 9, 10, 12, 13, 14, 15, 17, 22, 24, 75, 76, 111, 219]",35.888888888888886,53.200761156719565,-0.5964323905059483,219.0,0.5071676669427847,0.9986601904504016,"[64, 76, 86, 100, 172, 178]",112.66666666666669,45.411696975803736,-0.6032919300358058,178.0,0.029933690502386,0.9944613563335024,-0.5964323905059483,418.0,"[3, 5, 6, 7, 8, 9, 10, 12, 13, 14, 15, 17, 24, 26, 121, 124, 146, 167, 179, 203, 226, 362, 371, 418]",103.58333333333331,127.816247228416,0.3893344439268069,0.9976885922617535
0.0,1.0,0.4,256.0,-1.0,2.0,"[5, 9, 10, 11, 14, 15, 16, 17, 18, 19, 21, 23, 24, 25, 59, 70, 101, 134]",32.833333333333336,34.385478200995124,-0.6117567139228341,134.0,0.3727819275155202,0.9988153262929867,"[51, 69, 73, 85, 223, 227]",121.33333333333331,73.98573436067855,-0.5952903219730477,227.0,0.0309335511748922,0.9940216472179942,-0.5952903219730477,490.0,"[5, 11, 12, 13, 16, 17, 18, 19, 20, 21, 23, 25, 26, 28, 83, 102, 139, 160, 167, 182, 193, 282, 484, 490]",105.66666666666669,137.16312267596646,0.2657799008195244,0.997635723832242
0.0,1.0,0.6,16.0,-1.0,2.0,"[4, 6, 8, 13, 14, 15, 17, 19, 20, 25, 33, 34, 47, 48, 85, 120, 454, 647]",89.38888888888889,168.5991758543482,-0.5430850267596957,647.0,0.3027038336799426,0.9959481338568464,"[29, 57, 81, 111, 156, 269]",117.16666666666669,78.84672190748043,-0.5842685540527308,269.0,0.0328332776261741,0.9942330458312194,-0.5430850267596957,1241.0,"[6, 8, 10, 17, 18, 19, 22, 24, 25, 33, 46, 47, 68, 69, 93, 139, 155, 175, 227, 234, 323, 580, 856, 1241]",184.79166666666663,295.84328328337773,0.1938715606951808,0.995630952985163
0.0,1.0,0.6,32.0,-1.0,2.0,"[2, 3, 15, 16, 17, 19, 20, 21, 22, 23, 26, 28, 33, 35, 47, 59, 151, 278]",45.27777777777778,64.82695388969996,-0.5876507767339871,278.0,0.3452585439711316,0.9981849106417546,"[22, 69, 104, 119, 177, 315]",134.33333333333334,93.5444041915686,-0.5750828978072533,315.0,0.0306993097572446,0.993362083544732,-0.5750828978072533,669.0,"[2, 3, 17, 18, 19, 21, 22, 25, 26, 27, 33, 35, 44, 46, 58, 77, 90, 166, 222, 243, 311, 345, 526, 669]",126.875,172.87261989202725,0.2453103783552038,0.9970980519041094
0.0,1.0,0.6,64.0,-1.0,2.0,"[1, 2, 10, 14, 15, 17, 20, 21, 22, 23, 24, 25, 26, 28, 42, 57, 153, 200]",38.888888888888886,50.842773865329065,-0.5995766556885486,200.0,0.4235613194572454,0.9985078752595,"[56, 101, 108, 127, 213, 237]",140.33333333333334,63.91052773648138,-0.588437152102817,237.0,0.0242872663208374,0.9930576695416878,-0.588437152102817,552.0,"[1, 2, 10, 16, 17, 19, 22, 23, 24, 25, 26, 28, 29, 31, 53, 70, 134, 211, 222, 255, 287, 403, 481, 552]",122.54166666666669,159.61280733039214,0.3108037390451008,0.9972074895531984
0.0,1.0,0.6,128.0,-1.0,2.0,"[10, 11, 12, 15, 16, 17, 18, 19, 20, 21, 23, 25, 26, 29, 48, 50, 107, 112]",32.166666666666664,29.34895417406064,-0.6220934765954474,112.0,0.3385094612364335,0.9988491741131872,"[60, 79, 82, 87, 212, 261]",130.16666666666666,76.96193142644542,-0.5818703087946527,261.0,0.028519818519714,0.9935734821579572,-0.5818703087946527,688.0,"[12, 13, 14, 17, 18, 19, 20, 21, 22, 23, 25, 27, 28, 31, 61, 63, 146, 180, 183, 191, 208, 218, 497, 688]",113.54166666666669,163.24214610170037,0.2443075548259708,0.9974358811686884
0.0,1.0,0.6,256.0,-1.0,2.0,"[10, 11, 12, 13, 15, 16, 17, 19, 20, 21, 23, 24, 26, 29, 47, 53, 92, 96]",30.22222222222222,25.149675402269235,-0.6361055124589772,96.0,0.3478438591149537,0.998947896922105,"[63, 77, 79, 102, 235, 272]",138.0,83.15447472425441,-0.577832712995357,272.0,0.0270621384899913,0.993176052765094,-0.577832712995357,698.0,"[12, 13, 14, 15, 17, 18, 19, 21, 22, 23, 25, 26, 29, 33, 58, 67, 153, 159, 168, 175, 179, 218, 502, 698]",111.0,163.91740806475275,0.2483520571825002,0.9975003806526924
0.0,0.4,0.6,32.0,-1.0,2.0,"[6, 7, 13, 17, 18, 19, 21, 24, 25, 26, 31, 32, 39, 55, 56, 58, 64, 71]",32.333333333333336,19.573224341204263,-0.6518174206853444,71.0,0.294659802204484,0.998840712158137,"[42, 75, 76, 142, 156, 194]",114.16666666666669,53.38044793950517,-0.5966325587636522,194.0,0.0301830009790087,0.9943852528327414,-0.5966325587636522,468.0,"[6, 7, 13, 17, 18, 19, 21, 24, 25, 26, 31, 32, 39, 64, 65, 67, 83, 95, 129, 226, 227, 323, 343, 468]",98.66666666666669,122.87889250079618,0.2326594216211841,0.9978133617554013
0.0,1.0,0.8,16.0,-1.0,2.0,"[6, 7, 10, 12, 14, 15, 16, 24, 25, 31, 32, 37, 38, 41, 51, 55, 82, 100]",33.111111111111114,25.05746482008658,-0.6450634400932315,100.0,0.3122365519225988,0.9988167366188284,"[34, 46, 113, 117, 163, 194]",111.16666666666669,57.42652310174764,-0.6027121498757612,194.0,0.0325382356678611,0.9945374598342636,-0.6027121498757612,500.0,"[7, 8, 11, 14, 16, 18, 21, 32, 33, 42, 43, 48, 51, 56, 68, 72, 102, 118, 137, 171, 230, 234, 396, 500]",101.16666666666669,123.52518861439646,0.2087946139901359,0.997758378588709
0.0,1.0,0.8,32.0,-1.0,2.0,"[5, 7, 8, 9, 12, 15, 16, 23, 24, 25, 28, 29, 30, 44, 45, 48, 101, 108]",32.05555555555556,28.60938506120408,-0.6328163406363851,108.0,0.3488592803677217,0.998854815416554,"[26, 27, 36, 70, 220, 259]",106.33333333333331,95.95253456208904,-0.5842757644090817,259.0,0.0498175164841831,0.9947826822256048,-0.5842757644090817,599.0,"[5, 7, 8, 9, 14, 17, 18, 27, 28, 29, 32, 34, 36, 53, 54, 57, 97, 98, 118, 164, 183, 200, 525, 599]",100.5,150.16296702804812,0.2597330980123961,0.9977668375374308
