algorithm,n_components,random_state,standardization,weighted,whiten,max_fraud_eval,min_detect_eval,max_fraud_test,min_detect_test,fraud_ranks_eval,rank_mean_eval,rank_std_eval,fraud_ranks_test,rank_mean_test,rank_std_test,auc_pr_eval,auc_pr_test,auc_roc_eval,auc_roc_test,max_fraud_joint,min_detect_joint,fraud_ranks_joint,rank_mean_joint,rank_std_joint,auc_pr_joint,auc_roc_joint
PCA,0.8,0.0,0.0,0.0,0.0,-36.017843894964024,19631.0,-35.71690706020792,19715.0,"[4083, 4087, 7053, 7428, 7437, 7438, 11851, 12308, 12309, 12310, 12311, 15543, 15544, 19627, 19628, 19629, 19630, 19631]",12658.166666666666,5380.171055211287,"[11114, 16873, 16885, 19644, 19646, 19715]",17312.833333333332,3040.022994247832,0.0007112726840877,0.0001914412854753,0.3578053073382073,0.121799424995772,-35.71690706020792,39427.0,"[7983, 7987, 14410, 14849, 14858, 14859, 22098, 23811, 24684, 24685, 24686, 24687, 31017, 31018, 33704, 33720, 39121, 39123, 39124, 39125, 39126, 39336, 39347, 39427]",27616.041666666668,10581.070182481411,0.0004187720652169,0.2995091695004145
PCA,0.05,0.0,0.0,1.0,0.0,-19.77094964298794,8328.0,-19.6783061956542,8254.0,"[7117, 7118, 7282, 7554, 8220, 8221, 8222, 8223, 8224, 8241, 8242, 8256, 8265, 8324, 8325, 8326, 8327, 8328]",8045.277777777777,425.9223723684289,"[7956, 7959, 7960, 8252, 8253, 8254]",8105.666666666667,147.33936639231516,0.001182518162849,0.0004285591883977,0.5920096579113638,0.5889311686115339,-19.6783061956542,16599.0,"[14382, 14383, 14668, 15175, 16155, 16156, 16157, 16158, 16159, 16184, 16187, 16188, 16220, 16221, 16281, 16335, 16548, 16549, 16550, 16551, 16552, 16597, 16598, 16599]",16064.708333333334,667.3375257423254,0.0007745307607149,0.592645578507503
PCA,0.95,0.0,0.0,1.0,1.0,-19435.9469594766,19673.0,-19245.108056878194,19716.0,"[388, 389, 413, 414, 416, 2414, 2585, 15963, 15964, 19544, 19545, 19546, 19547, 19550, 19583, 19587, 19672, 19673]",11955.166666666666,8824.815857380067,"[19658, 19673, 19696, 19714, 19715, 19716]",19695.33333333333,22.565952721350417,0.0030232142198913,0.0001776140160879,0.3934978337395072,0.0009216979536614,-19245.108056878194,39427.0,"[1224, 1225, 1269, 1270, 1375, 5416, 6115, 31676, 31677, 39052, 39053, 39054, 39055, 39061, 39102, 39111, 39309, 39310, 39339, 39369, 39399, 39425, 39426, 39427]",27905.791666666668,16432.441822451827,0.0009389492074457,0.2921562283239439
PCA,0.95,0.0,0.0,1.0,0.0,-19435.9469594766,19673.0,-19245.108056878194,19716.0,"[388, 389, 413, 414, 416, 2414, 2585, 15963, 15964, 19544, 19545, 19546, 19547, 19550, 19583, 19587, 19672, 19673]",11955.166666666666,8824.815857380067,"[19658, 19673, 19696, 19714, 19715, 19716]",19695.33333333333,22.565952721350417,0.0030232142198913,0.0001776140160879,0.3934978337395072,0.0009216979536614,-19245.108056878194,39427.0,"[1224, 1225, 1269, 1270, 1375, 5416, 6115, 31676, 31677, 39052, 39053, 39054, 39055, 39061, 39102, 39111, 39309, 39310, 39339, 39369, 39399, 39425, 39426, 39427]",27905.791666666668,16432.441822451827,0.0009389492074457,0.2921562283239439
PCA,0.95,0.0,0.0,0.0,1.0,-145.30622713431984,18951.0,-143.89578515449827,19716.0,"[4380, 7070, 11067, 11070, 11071, 11072, 11073, 11281, 11282, 15013, 18167, 18886, 18946, 18947, 18948, 18949, 18950, 18951]",14173.5,4636.233340043761,"[19711, 19712, 19713, 19714, 19715, 19716]",19713.5,1.707825127659933,0.0006320665089609,0.0001775358040687,0.2808692120227457,0.0,-143.89578515449827,39427.0,"[9588, 14347, 22348, 22351, 22352, 22353, 22354, 22936, 22938, 30494, 36658, 38078, 38138, 38139, 38140, 38141, 38146, 38147, 39421, 39422, 39423, 39424, 39426, 39427]",31341.291666666668,9244.742643250302,0.0003707791869813,0.2049740733221675
PCA,0.95,0.0,0.0,0.0,0.0,-145.30622713431984,18951.0,-143.89578515449827,19716.0,"[4380, 7070, 11067, 11070, 11071, 11072, 11073, 11281, 11282, 15013, 18167, 18886, 18946, 18947, 18948, 18949, 18950, 18951]",14173.5,4636.233340043761,"[19711, 19712, 19713, 19714, 19715, 19716]",19713.5,1.707825127659933,0.0006320665089609,0.0001775358040687,0.2808692120227457,0.0,-143.89578515449827,39427.0,"[9588, 14347, 22348, 22351, 22352, 22353, 22354, 22936, 22938, 30494, 36658, 38078, 38138, 38139, 38140, 38141, 38146, 38147, 39421, 39422, 39423, 39424, 39426, 39427]",31341.291666666668,9244.742643250302,0.0003707791869813,0.2049740733221675
PCA,0.05,0.0,0.0,0.0,1.0,-7.431983248505426,8328.0,-7.397158186426915,8254.0,"[7117, 7118, 7282, 7554, 8220, 8221, 8222, 8223, 8224, 8241, 8242, 8256, 8265, 8324, 8325, 8326, 8327, 8328]",8045.277777777777,425.9223723684289,"[7956, 7959, 7960, 8252, 8253, 8254]",8105.666666666667,147.33936639231516,0.001182518162849,0.0004285591883977,0.5920096579113638,0.5889311686115339,-7.397158186426915,16599.0,"[14382, 14383, 14668, 15175, 16155, 16156, 16157, 16158, 16159, 16184, 16187, 16188, 16220, 16221, 16281, 16335, 16548, 16549, 16550, 16551, 16552, 16597, 16598, 16599]",16064.708333333334,667.3375257423254,0.0007745307607149,0.592645578507503
PCA,0.05,0.0,0.0,0.0,0.0,-7.431983248505426,8328.0,-7.397158186426915,8254.0,"[7117, 7118, 7282, 7554, 8220, 8221, 8222, 8223, 8224, 8241, 8242, 8256, 8265, 8324, 8325, 8326, 8327, 8328]",8045.277777777777,425.9223723684289,"[7956, 7959, 7960, 8252, 8253, 8254]",8105.666666666667,147.33936639231516,0.001182518162849,0.0004285591883977,0.5920096579113638,0.5889311686115339,-7.397158186426915,16599.0,"[14382, 14383, 14668, 15175, 16155, 16156, 16157, 16158, 16159, 16184, 16187, 16188, 16220, 16221, 16281, 16335, 16548, 16549, 16550, 16551, 16552, 16597, 16598, 16599]",16064.708333333334,667.3375257423254,0.0007745307607149,0.592645578507503
PCA,0.2,0.0,0.0,1.0,1.0,-19.77094964298794,8328.0,-19.6783061956542,8254.0,"[7117, 7118, 7282, 7554, 8220, 8221, 8222, 8223, 8224, 8241, 8242, 8256, 8265, 8324, 8325, 8326, 8327, 8328]",8045.277777777777,425.9223723684289,"[7956, 7959, 7960, 8252, 8253, 8254]",8105.666666666667,147.33936639231516,0.001182518162849,0.0004285591883977,0.5920096579113638,0.5889311686115339,-19.6783061956542,16599.0,"[14382, 14383, 14668, 15175, 16155, 16156, 16157, 16158, 16159, 16184, 16187, 16188, 16220, 16221, 16281, 16335, 16548, 16549, 16550, 16551, 16552, 16597, 16598, 16599]",16064.708333333334,667.3375257423254,0.0007745307607149,0.592645578507503
PCA,0.2,0.0,0.0,1.0,0.0,-19.77094964298794,8328.0,-19.6783061956542,8254.0,"[7117, 7118, 7282, 7554, 8220, 8221, 8222, 8223, 8224, 8241, 8242, 8256, 8265, 8324, 8325, 8326, 8327, 8328]",8045.277777777777,425.9223723684289,"[7956, 7959, 7960, 8252, 8253, 8254]",8105.666666666667,147.33936639231516,0.001182518162849,0.0004285591883977,0.5920096579113638,0.5889311686115339,-19.6783061956542,16599.0,"[14382, 14383, 14668, 15175, 16155, 16156, 16157, 16158, 16159, 16184, 16187, 16188, 16220, 16221, 16281, 16335, 16548, 16549, 16550, 16551, 16552, 16597, 16598, 16599]",16064.708333333334,667.3375257423254,0.0007745307607149,0.592645578507503
PCA,0.2,0.0,0.0,0.0,1.0,-7.431983248505426,8328.0,-7.397158186426915,8254.0,"[7117, 7118, 7282, 7554, 8220, 8221, 8222, 8223, 8224, 8241, 8242, 8256, 8265, 8324, 8325, 8326, 8327, 8328]",8045.277777777777,425.9223723684289,"[7956, 7959, 7960, 8252, 8253, 8254]",8105.666666666667,147.33936639231516,0.001182518162849,0.0004285591883977,0.5920096579113638,0.5889311686115339,-7.397158186426915,16599.0,"[14382, 14383, 14668, 15175, 16155, 16156, 16157, 16158, 16159, 16184, 16187, 16188, 16220, 16221, 16281, 16335, 16548, 16549, 16550, 16551, 16552, 16597, 16598, 16599]",16064.708333333334,667.3375257423254,0.0007745307607149,0.592645578507503
PCA,0.2,0.0,0.0,0.0,0.0,-7.431983248505426,8328.0,-7.397158186426915,8254.0,"[7117, 7118, 7282, 7554, 8220, 8221, 8222, 8223, 8224, 8241, 8242, 8256, 8265, 8324, 8325, 8326, 8327, 8328]",8045.277777777777,425.9223723684289,"[7956, 7959, 7960, 8252, 8253, 8254]",8105.666666666667,147.33936639231516,0.001182518162849,0.0004285591883977,0.5920096579113638,0.5889311686115339,-7.397158186426915,16599.0,"[14382, 14383, 14668, 15175, 16155, 16156, 16157, 16158, 16159, 16184, 16187, 16188, 16220, 16221, 16281, 16335, 16548, 16549, 16550, 16551, 16552, 16597, 16598, 16599]",16064.708333333334,667.3375257423254,0.0007745307607149,0.592645578507503
PCA,0.4,0.0,0.0,1.0,1.0,-59.010971076874775,4253.0,-58.62751379622704,7783.0,"[3637, 3638, 4123, 4124, 4125, 4126, 4127, 4136, 4138, 4156, 4157, 4227, 4228, 4229, 4230, 4231, 4249, 4253]",4118.555555555556,176.80818929695857,"[4056, 4057, 4058, 7776, 7777, 7783]",5917.833333333333,1860.834706672131,0.002321507698318,0.0005678399248176,0.7913761395432801,0.699932352443768,-58.62751379622704,15222.0,"[7311, 7312, 8158, 8159, 8160, 8161, 8162, 8174, 8176, 8202, 8203, 8204, 8231, 8232, 8551, 8552, 8553, 8554, 8555, 8580, 8587, 14930, 15216, 15222]",9089.375,2303.5235295176967,0.0013587894477657,0.7696575394609958
PCA,0.4,0.0,0.0,1.0,0.0,-59.010971076874775,4253.0,-58.62751379622704,7783.0,"[3637, 3638, 4123, 4124, 4125, 4126, 4127, 4136, 4138, 4156, 4157, 4227, 4228, 4229, 4230, 4231, 4249, 4253]",4118.555555555556,176.80818929695857,"[4056, 4057, 4058, 7776, 7777, 7783]",5917.833333333333,1860.834706672131,0.002321507698318,0.0005678399248176,0.7913761395432801,0.699932352443768,-58.62751379622704,15222.0,"[7311, 7312, 8158, 8159, 8160, 8161, 8162, 8174, 8176, 8202, 8203, 8204, 8231, 8232, 8551, 8552, 8553, 8554, 8555, 8580, 8587, 14930, 15216, 15222]",9089.375,2303.5235295176967,0.0013587894477657,0.7696575394609958
